"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2016 20:00";"4.6";"764.1";"767.2";"3.1";"61";"无风";"0";"";"";"60%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"60%.";"2500或更高，或无云。";"";"";"";"-2.3";"";"";"";"";"";"";
"15.11.2016 17:00";"8.9";"761.0";"767.3";"-4.7";"39";"无风";"0";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500或更高，或无云。";"";"";"8.0";"-4.3";"";"";"";"";"";"";
"15.11.2016 14:00";"10.4";"765.7";"768.7";"0.8";"25";"从南方吹来的风";"3";"";"";"60%.";" ";"";"";"-1.5";"";"";"60%.";"2500或更高，或无云。";"";"";"15.0";"-8.8";"";"";"";"";"";"";
"15.11.2016 11:00";"8.4";"764.9";"771.2";"-3.8";"18";"从南方吹来的风";"3";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500或更高，或无云。";"";"";"17.0";"-14.6";"";"";"";"";"";"";
"15.11.2016 08:00";"2.1";"768.7";"771.8";"4.0";"48";"从东北方吹来的风";"2";"";"";"70 – 80%.";"霾 ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"6.0";"-7.8";"";"";"地表潮湿";"";"";"";
"15.11.2016 05:00";"-1.1";"764.7";"771.3";"-3.8";"65";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"8.0";"-7.0";"";"";"";"";"";"";
"15.11.2016 02:00";"0.2";"768.5";"771.5";"4.2";"54";"从西北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"13.5";"";"";"";"";"";"7.0";"-8.2";"";"";"";"";"";"";
"14.11.2016 23:00";"5.3";"764.3";"770.7";"-2.0";"26";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"17.0";"-12.7";"";"";"";"";"";"";
"14.11.2016 20:00";"8.2";"766.3";"769.3";"4.7";"16";"从东北方吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"15.0";"-16.1";"";"";"";"";"";"";
"14.11.2016 17:00";"11.7";"761.6";"767.8";"-2.3";"11";"从北方吹来的风";"5";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"-17.8";"";"";"";"";"";"";
"14.11.2016 14:00";"13.3";"763.9";"766.9";"2.5";"10";"从西北方吹来的风";"4";"";"";"无云";" ";"";"";"4.9";"";"";"";"";"";"";"18.0";"-17.7";"";"";"";"";"";"";
"14.11.2016 11:00";"12.3";"761.4";"767.6";"-1.6";"12";"从北方吹来的风";"4";"";"";"10%  或者更少，但不为0";" ";"";"";"";"";"";"10%  或者更少，但不为0";"2500或更高，或无云。";"";"";"26.0";"-16.3";"";"";"";"";"";"";
"14.11.2016 08:00";"11.0";"763.0";"766.0";"5.8";"14";"从西北偏北方向吹来的风";"5";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"15.0";"-15.5";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"14.11.2016 05:00";"5.5";"757.2";"763.5";"-2.9";"89";"从东方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"1.4";"3.8";"";"";"";"";"";"";
"14.11.2016 02:00";"6.6";"760.1";"763.1";"4.0";"88";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"9.8";"";"";"";"";"";"1.0";"4.8";"";"";"";"";"";"";
"13.11.2016 23:00";"7.8";"756.1";"762.4";"-2.5";"84";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"600-1000";"";"";"1.3";"5.3";"";"";"";"";"";"";
"13.11.2016 20:00";"7.9";"758.6";"761.6";"4.0";"83";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.6";"5.2";"";"";"";"";"";"";
"13.11.2016 17:00";"8.4";"754.6";"760.9";"-4.3";"79";"从东北方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.5";"5.0";"";"";"";"";"";"";
"13.11.2016 14:00";"9.3";"758.9";"761.9";"1.3";"74";"从东北方吹来的风";"1";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.7";"";"";"100%.";"1500-2000";"";"";"2.5";"4.9";"";"";"";"";"";"";
"13.11.2016 11:00";"7.9";"757.6";"763.9";"-4.2";"75";"从东北偏北方向吹来的风";"1";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1500-2000";"";"";"2.9";"3.6";"";"";"";"";"";"";
"13.11.2016 08:00";"6.9";"761.8";"764.8";"3.5";"76";"从东方吹来的风";"2";"";"";"100%.";"霾 ";"";"";"";"";"";"100%.";"1500-2000";"";"";"4.4";"3.0";"";"";"";"";"";"";
"13.11.2016 05:00";"6.8";"758.3";"764.6";"-4.4";"78";"从东方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"300-600";"";"";"";"3.2";"";"";"";"";"";"";
"13.11.2016 02:00";"7.2";"762.7";"765.7";"3.0";"78";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"13.2";"";"";"600-1000";"";"";"7.0";"3.6";"";"";"";"";"";"";
"12.11.2016 23:00";"8.0";"759.7";"766.0";"-2.7";"78";"从东南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"4.4";"";"";"";"";"";"";
"12.11.2016 20:00";"9.5";"762.4";"765.4";"4.0";"64";"从东南方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2000-2500";"";"";"4.5";"3.0";"";"";"";"";"";"";
"12.11.2016 17:00";"11.1";"758.4";"764.6";"-3.3";"55";"从西南偏南方向吹来的风";"1";"";"";"70 – 80%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"4.3";"2.2";"";"";"";"";"";"";
"12.11.2016 14:00";"12.7";"761.7";"764.7";"1.6";"49";"从西南方吹来的风";"3";"";"";"70 – 80%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.6";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"";"2.3";"";"";"";"";"";"";
"12.11.2016 11:00";"10.5";"760.1";"766.3";"-3.2";"49";"从东南偏南方向吹来的风";"2";"";"";"70 – 80%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"";"0.2";"";"";"";"";"";"";
"12.11.2016 08:00";"1.8";"763.3";"766.3";"5.5";"84";"从东北方吹来的风";"1";"";"";"70 – 80%.";"霾 ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"3.7";"-0.6";"";"";"地表潮湿";"";"";"";
"12.11.2016 05:00";"2.2";"757.8";"764.2";"-3.1";"77";"从东南偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"4.2";"-1.4";"";"";"";"";"";"";
"12.11.2016 02:00";"3.8";"760.9";"763.9";"4.3";"70";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"9.1";"";"";"";"";"";"2.9";"-1.2";"";"";"";"";"";"";
"11.11.2016 23:00";"3.8";"756.6";"763.0";"-2.2";"81";"从东南偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"600-1000";"";"";"2.2";"0.8";"";"";"";"";"";"";
"11.11.2016 20:00";"4.5";"758.8";"761.8";"5.3";"74";"无风";"0";"";"";"70 – 80%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"2.9";"0.3";"";"";"";"";"";"";
"11.11.2016 17:00";"8.0";"753.5";"759.8";"-3.0";"50";"从东北方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"";"-1.8";"";"";"";"";"";"";
"11.11.2016 14:00";"9.0";"756.5";"759.5";"1.9";"48";"从东北偏东方向吹来的风";"3";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.0";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"3.8";"-1.4";"";"";"";"";"";"";
"11.11.2016 11:00";"6.5";"754.6";"760.9";"-3.7";"64";"从东北方吹来的风";"3";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"2.3";"0.2";"";"";"";"";"";"";
"11.11.2016 08:00";"4.0";"758.3";"761.3";"3.7";"81";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.4";"1.0";"";"";"地表潮湿";"";"";"";
"11.11.2016 05:00";"2.1";"754.6";"761.0";"-3.6";"95";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"0.6";"1.4";"";"";"";"";"";"";
"11.11.2016 02:00";"1.3";"758.2";"761.2";"3.7";"93";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"10.0";"";"";"2500或更高，或无云。";"";"";"0.7";"0.3";"";"";"";"";"";"";
"10.11.2016 23:00";"2.5";"754.5";"760.9";"-3.4";"83";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"1.3";"-0.1";"";"";"";"";"";"";
"10.11.2016 20:00";"5.0";"757.9";"760.9";"4.8";"85";"从南方吹来的风";"1";"";"";"40%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"40%.";"2500或更高，或无云。";"";"";"1.1";"2.7";"";"";"";"";"";"";
"10.11.2016 17:00";"7.9";"753.1";"759.3";"-3.0";"72";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.5";"3.2";"";"";"";"";"";"";
"10.11.2016 14:00";"8.7";"756.1";"759.1";"1.3";"68";"从西南偏西方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"4.4";"";"";"90  或者更多，但不为100%";"1500-2000";"";"";"1.6";"3.1";"0.6";"6";"";"";"";"";
"10.11.2016 11:00";"5.7";"754.8";"761.1";"-4.1";"86";"从南方吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1500-2000";"";"";"1.7";"3.5";"";"";"";"";"";"";
"10.11.2016 08:00";"5.9";"758.9";"761.9";"2.4";"76";"从西南偏南方向吹来的风";"2";"";"";"100%.";"霾 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"2.4";"2.0";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"10.11.2016 05:00";"6.1";"756.5";"762.8";"-5.6";"74";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"600-1000";"";"";"2.5";"1.8";"";"";"";"";"";"";
"10.11.2016 02:00";"5.4";"762.1";"765.1";"1.2";"78";"从西南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"7.7";"";"";"1000-1500";"";"";"2.1";"1.9";"";"";"";"";"";"";
"09.11.2016 23:00";"4.4";"760.9";"767.3";"-4.7";"82";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"1.0";"1.6";"";"";"";"";"";"";
"09.11.2016 20:00";"5.8";"765.6";"768.7";"2.5";"76";"从东南偏东方向吹来的风";"1";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"1.3";"1.9";"";"";"";"";"";"";
"09.11.2016 17:00";"6.8";"763.1";"769.5";"-4.3";"71";"从东北方吹来的风";"1";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1500-2000";"";"";"1.7";"1.9";"";"";"";"";"";"";
"09.11.2016 14:00";"7.0";"767.4";"770.5";"0.4";"66";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"";"";"90  或者更多，但不为100%";"1500-2000";"";"";"2.0";"1.1";"";"";"";"";"";"";
"09.11.2016 11:00";"4.0";"767.0";"773.5";"-4.9";"75";"从东北偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"300-600";"";"";"1.9";"0.0";"";"";"";"";"";"";
"09.11.2016 08:00";"0.4";"771.9";"775.0";"3.7";"84";"从东北方吹来的风";"2";"";"";"60%.";"霾 ";"";"";"";"";"";"60%.";"2500或更高，或无云。";"";"";"1.2";"-2.1";"";"";"地表潮湿";"";"";"";
"09.11.2016 05:00";"0.7";"768.2";"774.7";"-4.2";"84";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"2.6";"-1.7";"";"";"";"";"";"";
"09.11.2016 02:00";"0.9";"772.4";"775.5";"3.2";"81";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"11.7";"";"";"";"";"";"1.5";"-2.0";"";"";"";"";"";"";
"08.11.2016 23:00";"3.1";"769.2";"775.7";"-3.1";"70";"从西南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"4.2";"-2.0";"";"";"";"";"";"";
"08.11.2016 20:00";"6.7";"772.3";"775.4";"4.3";"50";"从西南偏南方向吹来的风";"1";"";"";"无云";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"6.0";"-3.0";"";"";"";"";"";"";
"08.11.2016 17:00";"9.7";"768.0";"774.3";"-3.1";"38";"从西南偏南方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"8.0";"-3.9";"";"";"";"";"";"";
"08.11.2016 14:00";"11.3";"771.1";"774.2";"0.8";"28";"从西南偏南方向吹来的风";"4";"";"";"无云";" ";"";"";"-1.4";"";"";"";"";"";"";"15.0";"-6.5";"";"";"";"";"";"";
"08.11.2016 11:00";"9.1";"770.3";"776.7";"-3.8";"30";"从西南方吹来的风";"4";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"26.0";"-7.6";"";"";"";"";"";"";
"08.11.2016 08:00";"2.6";"774.1";"777.1";"4.2";"66";"无风";"0";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"8.0";"-3.1";"";"";"地表潮湿";"";"";"";
"08.11.2016 05:00";"-1.0";"769.9";"776.5";"-3.3";"75";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"11.0";"-4.9";"";"";"";"";"";"";
"08.11.2016 02:00";"1.2";"773.2";"776.3";"3.4";"61";"从东方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"12.6";"";"";"";"";"";"19.0";"-5.5";"";"";"";"";"";"";
"08.11.2016 00:00";"6.6";"769.8";"776.2";"";"33";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"-8.5";"";"";"";"";"";"";
"07.11.2016 23:00";"6.6";"769.8";"776.2";"-2.5";"33";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"-8.5";"";"";"";"";"";"";
"07.11.2016 20:00";"7.6";"772.3";"775.3";"5.1";"36";"从西北偏北方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"18.0";"-6.5";"";"";"";"";"";"";
"07.11.2016 17:00";"10.6";"767.2";"773.5";"-2.0";"26";"从西北偏北方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"-8.1";"";"";"";"";"";"";
"07.11.2016 14:00";"12.4";"769.2";"772.2";"2.5";"28";"从西北方吹来的风";"5";"";"";"60%.";" ";"";"";"5.0";"";"";"60%.";"1500-2000";"";"";"30.0";"-5.6";"";"";"";"";"";"";
"07.11.2016 11:00";"11.1";"766.7";"773.0";"-2.5";"35";"从北方吹来的风";"5";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"-3.8";"";"";"";"";"";"";
"07.11.2016 08:00";"5.7";"769.2";"772.2";"5.7";"77";"从东北偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"4.2";"2.0";"0.4";"12";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"07.11.2016 05:00";"5.7";"763.5";"769.9";"-3.4";"82";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"小雨（不冻） ";"";"";"";"";"";"";"1500-2000";"";"";"2.8";"2.9";"";"";"";"";"";"";
"07.11.2016 02:00";"6.6";"766.9";"769.9";"3.6";"77";"从西方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"阵雨在观测时或观测前一个小时内较小 ";"阵性";"雨";"";"9.8";"";"";"300-600";"";"";"3.5";"2.9";"";"";"";"";"";"";
